# time                 amplitude              uBulk                  uAxis                  tauWall                
+5.7318265018218e+00   +3.6003630461125e+00   +2.5199632097516e+00   +3.7110888549827e+00   +5.3212501288973e-02   
+5.7334995393296e+00   +3.6017307351313e+00   +2.5142949967386e+00   +3.7050581528096e+00   +5.3322406650404e-02   
+5.7351725768374e+00   +3.6030962024216e+00   +2.5086252327820e+00   +3.6990251651704e+00   +5.3432279119896e-02   
+5.7368456143452e+00   +3.6044594471411e+00   +2.5029539213794e+00   +3.6929898957867e+00   +5.3542118629674e-02   
+5.7385186518531e+00   +3.6058204684490e+00   +2.4972810660290e+00   +3.6869523483812e+00   +5.3651925111982e-02   
+5.7401916893609e+00   +3.6071792655056e+00   +2.4916066702302e+00   +3.6809125266783e+00   +5.3761698499088e-02   
+5.7418647268687e+00   +3.6085358374728e+00   +2.4859307374832e+00   +3.6748704344036e+00   +5.3871438723277e-02   
+5.7435377643766e+00   +3.6098901835138e+00   +2.4802532712892e+00   +3.6688260752842e+00   +5.3981145716856e-02   
+5.7452108018844e+00   +3.6112423027932e+00   +2.4745742751504e+00   +3.6627794530485e+00   +5.4090819412152e-02   
+5.7468838393922e+00   +3.6125921944768e+00   +2.4688937525698e+00   +3.6567305714264e+00   +5.4200459741512e-02   
+5.7485568769000e+00   +3.6139398577321e+00   +2.4632117070516e+00   +3.6506794341492e+00   +5.4310066637306e-02   
+5.7502299144079e+00   +3.6152852917278e+00   +2.4575281421005e+00   +3.6446260449495e+00   +5.4419640031922e-02   
+5.7519029519157e+00   +3.6166284956338e+00   +2.4518430612227e+00   +3.6385704075613e+00   +5.4529179857770e-02   
+5.7535759894235e+00   +3.6179694686216e+00   +2.4461564679249e+00   +3.6325125257201e+00   +5.4638686047280e-02   
+5.7552490269314e+00   +3.6193082098641e+00   +2.4404683657148e+00   +3.6264524031627e+00   +5.4748158532904e-02   
+5.7569220644392e+00   +3.6206447185354e+00   +2.4347787581013e+00   +3.6203900436272e+00   +5.4857597247112e-02   
+5.7585951019470e+00   +3.6219789938112e+00   +2.4290876485939e+00   +3.6143254508532e+00   +5.4967002122398e-02   
+5.7602681394548e+00   +3.6233110348683e+00   +2.4233950407032e+00   +3.6082586285817e+00   +5.5076373091276e-02   
+5.7619411769627e+00   +3.6246408408852e+00   +2.4177009379406e+00   +3.6021895805549e+00   +5.5185710086279e-02   
+5.7636142144705e+00   +3.6259684110414e+00   +2.4120053438187e+00   +3.5961183105167e+00   +5.5295013039964e-02   
+5.7652872519783e+00   +3.6272937445182e+00   +2.4063082618506e+00   +3.5900448222120e+00   +5.5404281884906e-02   
+5.7669602894862e+00   +3.6286168404979e+00   +2.4006096955507e+00   +3.5839691193872e+00   +5.5513516553704e-02   
+5.7686333269940e+00   +3.6299376981645e+00   +2.3949096484342e+00   +3.5778912057903e+00   +5.5622716978976e-02   
+5.7703063645018e+00   +3.6312563167031e+00   +2.3892081240170e+00   +3.5718110851703e+00   +5.5731883093360e-02   
+5.7719794020097e+00   +3.6325726953003e+00   +2.3835051258163e+00   +3.5657287612777e+00   +5.5841014829520e-02   
+5.7736524395175e+00   +3.6338868331442e+00   +2.3778006573498e+00   +3.5596442378645e+00   +5.5950112120136e-02   
+5.7753254770253e+00   +3.6351987294242e+00   +2.3720947221364e+00   +3.5535575186839e+00   +5.6059174897911e-02   
+5.7769985145331e+00   +3.6365083833309e+00   +2.3663873236958e+00   +3.5474686074905e+00   +5.6168203095571e-02   
+5.7786715520410e+00   +3.6378157940565e+00   +2.3606784655486e+00   +3.5413775080402e+00   +5.6277196645861e-02   
+5.7803445895488e+00   +3.6391209607946e+00   +2.3549681512163e+00   +3.5352842240903e+00   +5.6386155481548e-02   
+5.7820176270566e+00   +3.6404238827400e+00   +2.3492563842214e+00   +3.5291887593995e+00   +5.6495079535422e-02   
+5.7836906645645e+00   +3.6417245590890e+00   +2.3435431680870e+00   +3.5230911177277e+00   +5.6603968740293e-02   
+5.7853637020723e+00   +3.6430229890394e+00   +2.3378285063375e+00   +3.5169913028363e+00   +5.6712823028991e-02   
+5.7870367395801e+00   +3.6443191717902e+00   +2.3321124024979e+00   +3.5108893184880e+00   +5.6821642334371e-02   
+5.7887097770879e+00   +3.6456131065418e+00   +2.3263948600943e+00   +3.5047851684467e+00   +5.6930426589307e-02   
+5.7903828145958e+00   +3.6469047924960e+00   +2.3206758826533e+00   +3.4986788564779e+00   +5.7039175726695e-02   
+5.7920558521036e+00   +3.6481942288562e+00   +2.3149554737029e+00   +3.4925703863482e+00   +5.7147889679454e-02   
+5.7937288896114e+00   +3.6494814148269e+00   +2.3092336367717e+00   +3.4864597618255e+00   +5.7256568380523e-02   
+5.7954019271193e+00   +3.6507663496140e+00   +2.3035103753891e+00   +3.4803469866794e+00   +5.7365211762864e-02   
+5.7970749646271e+00   +3.6520490324251e+00   +2.2977856930855e+00   +3.4742320646803e+00   +5.7473819759460e-02   
+5.7987480021349e+00   +3.6533294624688e+00   +2.2920595933924e+00   +3.4681149996003e+00   +5.7582392303317e-02   
+5.8004210396427e+00   +3.6546076389553e+00   +2.2863320798417e+00   +3.4619957952128e+00   +5.7690929327461e-02   
+5.8020940771506e+00   +3.6558835610962e+00   +2.2806031559664e+00   +3.4558744552923e+00   +5.7799430764941e-02   
+5.8037671146584e+00   +3.6571572281045e+00   +2.2748728253006e+00   +3.4497509836148e+00   +5.7907896548828e-02   
+5.8054401521662e+00   +3.6584286391945e+00   +2.2691410913790e+00   +3.4436253839575e+00   +5.8016326612215e-02   
+5.8071131896741e+00   +3.6596977935818e+00   +2.2634079577370e+00   +3.4374976600992e+00   +5.8124720888217e-02   
+5.8087862271819e+00   +3.6609646904837e+00   +2.2576734279114e+00   +3.4313678158195e+00   +5.8233079309970e-02   
+5.8104592646897e+00   +3.6622293291186e+00   +2.2519375054393e+00   +3.4252358548998e+00   +5.8341401810635e-02   
+5.8121323021975e+00   +3.6634917087064e+00   +2.2462001938591e+00   +3.4191017811225e+00   +5.8449688323391e-02   
+5.8138053397054e+00   +3.6647518284685e+00   +2.2404614967097e+00   +3.4129655982714e+00   +5.8557938781444e-02   
+5.8154783772132e+00   +3.6660096876276e+00   +2.2347214175311e+00   +3.4068273101317e+00   +5.8666153118017e-02   
+5.8171514147210e+00   +3.6672652854077e+00   +2.2289799598640e+00   +3.4006869204897e+00   +5.8774331266359e-02   
+5.8188244522289e+00   +3.6685186210343e+00   +2.2232371272501e+00   +3.3945444331332e+00   +5.8882473159741e-02   
+5.8204974897367e+00   +3.6697696937343e+00   +2.2174929232318e+00   +3.3883998518511e+00   +5.8990578731455e-02   
+5.8221705272445e+00   +3.6710185027359e+00   +2.2117473513525e+00   +3.3822531804337e+00   +5.9098647914817e-02   
+5.8238435647523e+00   +3.6722650472689e+00   +2.2060004151563e+00   +3.3761044226727e+00   +5.9206680643162e-02   
+5.8255166022602e+00   +3.6735093265644e+00   +2.2002521181882e+00   +3.3699535823608e+00   +5.9314676849853e-02   
+5.8271896397680e+00   +3.6747513398546e+00   +2.1945024639941e+00   +3.3638006632922e+00   +5.9422636468271e-02   
+5.8288626772758e+00   +3.6759910863737e+00   +2.1887514561206e+00   +3.3576456692624e+00   +5.9530559431820e-02   
+5.8305357147837e+00   +3.6772285653567e+00   +2.1829990981152e+00   +3.3514886040680e+00   +5.9638445673930e-02   
+5.8322087522915e+00   +3.6784637760404e+00   +2.1772453935263e+00   +3.3453294715070e+00   +5.9746295128050e-02   
+5.8338817897993e+00   +3.6796967176629e+00   +2.1714903459030e+00   +3.3391682753788e+00   +5.9854107727654e-02   
+5.8355548273071e+00   +3.6809273894635e+00   +2.1657339587954e+00   +3.3330050194838e+00   +5.9961883406236e-02   
+5.8372278648150e+00   +3.6821557906831e+00   +2.1599762357542e+00   +3.3268397076238e+00   +6.0069622097316e-02   
+5.8389009023228e+00   +3.6833819205641e+00   +2.1542171803312e+00   +3.3206723436019e+00   +6.0177323734436e-02   
+5.8405739398306e+00   +3.6846057783500e+00   +2.1484567960788e+00   +3.3145029312225e+00   +6.0284988251158e-02   
+5.8422469773385e+00   +3.6858273632860e+00   +2.1426950865503e+00   +3.3083314742912e+00   +6.0392615581070e-02   
+5.8439200148463e+00   +3.6870466746184e+00   +2.1369320552998e+00   +3.3021579766148e+00   +6.0500205657783e-02   
+5.8455930523541e+00   +3.6882637115953e+00   +2.1311677058823e+00   +3.2959824420014e+00   +6.0607758414930e-02   
+5.8472660898620e+00   +3.6894784734657e+00   +2.1254020418535e+00   +3.2898048742605e+00   +6.0715273786166e-02   
+5.8489391273698e+00   +3.6906909594805e+00   +2.1196350667698e+00   +3.2836252772026e+00   +6.0822751705170e-02   
+5.8506121648776e+00   +3.6919011688916e+00   +2.1138667841888e+00   +3.2774436546397e+00   +6.0930192105645e-02   
+5.8522852023854e+00   +3.6931091009526e+00   +2.1080971976685e+00   +3.2712600103849e+00   +6.1037594921317e-02   
+5.8539582398933e+00   +3.6943147549183e+00   +2.1023263107680e+00   +3.2650743482525e+00   +6.1144960085933e-02   
+5.8556312774011e+00   +3.6955181300451e+00   +2.0965541270470e+00   +3.2588866720582e+00   +6.1252287533266e-02   
